Unsanitized: A Modest Proposal: It's Time to Sue Every Corporation to Prevent a Depression,David Dayen,2020-08-12T00:00:00Z,U.S. Federal; California; Kentucky; New Jersey,,News,1955,aug 12 2020  first response amid trump circumstance everyone take kamala harris lose sight economic depression play slow motion moment unemployed person america get anything state share weekly check governor push back strongly  trump executive measure would pony 25 percent 400 unemployment boost  kentucky new jersey really everybody map  list state speak publicly white house acknowledge state share require unemployed worker get 300 appear illegal statutory authority use unilaterally require 25 percent match since law relevantwhen anyone get even 300 open question take significant reprogramming state unemployment system meanwhile hear single company say actually stop withhold payroll taxis give worker temporary ephemeral 62 percent pay boost foreseeable future economic impact trump unilateral action nothing increasingly hope actual talk create congressional package claim side  open talk lead happen chief staff chief enforcer  deal negotiation mark meadows leave town week house town  september 14 every expectation nothing happen  least think could long republicans find inner deficit hawk cheerlead failure general nothing compelling bring table corporate bailout set motion march read unsanitized report meantime expect economy deteriorate potentially rapidly rent payment get put credit card sign financial stress people liquidate 401  plan  ready cash food pantry see record demand eviction begin people save expectation extended recession create vicious cycle lead recession induce job loss pandemic relate layoff state local budget crunch  go compound pain federal government pull support economy situation dire depression prevent fiscal dealthe answer estimation lie sue every corporation sight couple way get republicans little interest relief table make deal one would collapse stock market approach time high whatever stumble come end yesterday session fear impasse fiscal relief subside today stock long fed keep vow inflate asset long company dominate dow big tech essentially keep expand market position little reason investor worry donation keep site free open read give support prospect even market deteriorate reality next depression hit time undertow economic collapse want wait get republicans think seriously fiscal response hope stock go realistic option thing rouse republicans recent week idea corporation endlessly sue worker customer contracting covid19 need mass liability release protect problem flood lawsuit  moment relieve pressure let us thought experiment every trial lawyer america start stream court wrongful death injury lawsuit every corporation america suddenly deal liability mass scale suit seek make ceo personally liable activitymaybe court hock corporate interest would much concern either would gather lobbyist would ear republicans get bargaining thousand lawsuit hang compare almost suit file sure would result would distasteful republicans would eagerly seek immunity corporation role death thousand people depression also kill thousand people stand way right lack interest part republicans anything immunity write far narrowly mitch mcconnell opening bid pretty much would put medical malpractice case ice five year least immunity table might actually negotiation modest proposal reverse terrible mistake democrats make get long last relief last time something republicans want go come high cost unfortunately liberal well organize machine conservative fever dream bat signal trial lawyer start ramp case think take interest actual bargain sad course also necessary odd sod monopolized  news bnn bloomberg  discuss book watch also lithub podcast andrew keen long discussion listen whyy radio times yesterday discuss big tech hearing listen 830 close look segment late night seth meyers see clip talk post office watch deliberately link new york times story blatantly rip capitol forum us tell story postal service seek  force high postage rate  state deliver mail ballot  without credit originator  tell story depressingly common extension many theme monopolized big incumbent muscle competition copy times building facility department probably big staff capitol forum combine every ability get story one line credit say originate literally least shameful design undermine medium diversity nobody exist new york times get times coverage elsewhere donation keep site free open read give support prospect piece katya schwenk  history one privately manage ice facility almost 90 percent detainee contract coronavirus first rate shera avi yonah one intern struggle voter registration drive  pandemic read coronavirus coverage prospectorgcoronavirus email  tip comment perspective day without bailout oversight chair 139 today learn                                    ddayenprospectorg ,Newstex Blogs
Unsanitized: More Evidence That the Postal Service Means to Make Voting Harder,David Dayen,2020-08-11T00:00:00Z,U.S. Federal; Nebraska,,News,1284,aug 11 2020  first response pushback claim make report capitol forum postal service want increase rate  state would pay mail ballot voter 20cent marketing mail rate 55cent first class rate usps put denial everything call baseless assertion without merit frivolous carefully word call idea postal service would raise rate order restrict voting mail meritless public policy maker choose utilize mail part election system agency would stand ready letter unearth yesterday  reveal usps might influence decision letter send kim wyman secretary state vote mail state washington address certain deadline concern mail ballot may incongruous postal service delivery standard specifically note state use either marketing mail first class mail get ballot voter first class mail would get significantly fast postal service recommend election official use first class mail transmit blank ballot allow 1 week delivery voter letter read use marketing mail result slow delivery time increase risk voter receive ballot time return mail note previous letter election official reference one go may 29 trump donor louis dejoy instal postmaster general one date july 31 go place read unsanitized report definitely way read letter postal service helpfully remind election official key date timeline delivery get ballot print voter reasonable timeframe indeed rest letter specific washington state ballot usually mail enough advance time express concern mainly voter update voter registration mailing date state may set unrealistic goal system mail voting would divorce letter context prior report postal service really want state pay increase rate state city increasingly cash strap would also divorce reality mail slow  backlog see everywhere  ulterior motive electionit hard believe money let us say every single register voter united states153 million  2018 get ballot mail  net increase 20 cent 55 cent total 5355 million level go help postal service appreciably say rick hasen election law professor uc irvine tiny portion overall revenue donation keep site free open read give support prospect may create enough excuse however local election official decide mail ballot cite increase cost appear play put state city position create hurdle voter marc elias democrats top election lawyer call letter  early warning usps abdicate responsibility facilitate free fair election say state face logistical financial crisis prevent mass disenfranchisement cite example previous primary election thousand ballot leave uncounted meanwhile capitol forum follow reveal document career staff warn raise price ballot delivery would violate national voter registration act voting rights act document also show usps top brass see opportunity raise revenue  initiative designate high priority leadership raise ballot cost would almost impossible statutorily point give would require regulatory action need survive lawsuit letter show alternative route darkly warn ballot get voter time unless state pay state use change system place burden voter get ballot way go odd sods segment democracy  yesterday first american postal workers union president mark dimondstein discuss postal service second cover trump executive measure coronavirus relief ring fire sam seder  talk big tech hearing listen whyy radio times  morning discuss tech industry listen lot coronavirus coverage prospect blaise malley  risk census gayle greene  excellent feature education technology firm cash crisis connor goodwin  nebraska meatpacking worker bob kuttner  testing debacle read coronavirus coverage prospectorgcoronavirus email  tip comment perspective day without bailout oversight chair 138 today learn donation keep site free open read give support prospect                      ddayenprospectorg  ,Newstex Blogs
Unshocking Report: Trump Admin Is Historically Terrible At Reining In Destructive Monopolies,Karl Bode,2020-04-20T00:00:00Z,U.S. Federal,,News,1135,apr 20 2020  need look treatment telecom industry understand trump administration give fly damn monopoly  despite one least competitive  industry america administration take hatchet telecom consumer protection often use bogus datum  fraud  massive competition job erode merger rubber stamp administration even see datum pretense meaningful oversight theater new report american antitrust institute  suggest despite administration rhetoric around big tech apathy monopoly fairly uniform expert note decade us antitrust enforcement grow toothless frail definition monopoly power need update amazon era antitrust enforcement already wane obama administration get severely bad trump come powerdespite anti corporate concentration rhetoric campaign trail key metric cartel merger enforcement decline since trump administration take 2017 2018 doj open one monopolization investigation long span inattention dominant firm last 50 year particularly surprising watch head trump doj antitrust division makan delrahim ignore input staff  approve mobile competition erode 26 billion merger sprint personally help usher deal process  via personal phone email account report note cartel investigation fine amount fine levy overall well number corporation fine trump agency 2017 2018 fall 45 compare obama administration sort corruption new certainly bipartisan trump exponentially bad disguise feckless obedience profit corporate power elaborate ethos year america routinely embrace mindless deregulation break market like telecom belief antitrust enforcement would come maintain semblance proper balance unsurprisingly prove total fantasy practiceas market change time deregulation garner broad support bipartisan effort intend remove regulatory barrier think impede competition benefit could justify base however assumption lose government oversight would become unnecessary due active antitrust enforcement conservative administration often deregulate without concern whether antitrust enforcement competition policy would effectively fill gap administration act often act wrong reason see short live antitrust investigation auto industry adhere pollution standard administration lawsuit stop atampttime warner deal less protect market consumer make rupert murdoch happy  get revenge cnn critical coverage  bumble corrupt administration throughout somehow many policy folk tech reporter still somehow take trump rhetoric rein big tech monopoly seriously doj announcement investigation everyone google apple treat deadpan seriousness press policy ecosystem seem learn experience economist advise perhaps stop since zero indication administration take section 2 sherman act seriously little indication investigation result substantive action tech reporter breathlessly report doj imminent case tech platform need take chill pill go happen administration believe section 2 pictwittercomp3o9m3o1wq  hal singer  april 14 2020 often investigation use leverage issue  reality trump care three thing attention power personal enrichment clear much idiotic theater need witness policy expert tech reporter understand stop treat egomania grift corruption serious policy permalink  comments  email story                ,Newstex Blogs
UNSTOPPABLE;Little can keep Google from entering wealth management. But advisors still have weapons at their disposal. They just need to use them.,Sean Allocca,2020-01-01T00:00:00Z,U.S. Federal; Colorado; Florida; North Carolina,,News,1669,advisor tom balcom feel threaten client use budgeting saving app unconcerned google announcement may offer consumer checking account little nervous comfortable client become array digital financial tool might mean livelihood would shock google offer planning say balcom founder 1650 wealth management ria lauderdale sea florida many advisor though even technology allow firm seamlessly partner broker dealer independent advisor offer manage investment account lending product check account retirement vehicle time barrier traditional financial service wealth management break apple instance launch credit card march november google say would look partner citigroup offer check account sometime year firm may use account collect client datum peek deeply customer behavior also see take big step toward traditional purview wealth management obvious sit big tech want make jump say jud mackrill chief marketing officer carson group manage account solution go come along one product launch late offering unwelcome reminder ever present question mind wealth manager faang company facebook amazon apple netflix google well big tech company make land grab service historically provide financial service cost traditional riaspotentially google get clear conduct brokerage business could move direction want say greg ogara senior research analyst aite group essentially nothing go stop democratization invest technology one  make imprint broker dealer landscape growth prospect good add google entry finance trace part recent effort fintech evolve beyond investing advice partnership rapidly grow little prevent search engine giant team broker launch wealth management pilot explore partner bank credit union offer smart check account google pay say google spokesman craig ewer united states 2000 bank already offer card transaction via google pay ewer say last year host digital wealth manager serve buffet new financial service option include banking lending betterment many competitor add cash product annual percentage yield sometimes much 2 traditional account incumbent bank  replace money management skill erickson say money management commodity personalize maybe develop well approach robo advisor doubt client relationship entirely replace artificial intelligence still automate advice continue defy industry initial growth expectation asset robo expect grow 126 trillion 2023 accord study aite group fact robo advice list one top technology would change wealth management course next three year accord financial planning late annual tech survey robo beat high profile technology like artificial intelligence advanced risk profiling resistance unwisewhether google end get wealth management game tangible step ria take mitigate potential risk first find additional value beyond faang robo advisor would provide client end day advisor focus tech company come mackrill say focus actually control advisor need provide value client comprehensive financial planning unique investment strategy available automate platform mackrill say good place start include add tax service financial planning estate planning ultimately human element advisor secret weapon future advice look lot like therapy anything else mackrill say ria open eye potential risk tech disruptor ultimately technological transformation happen say might faang come advice marketplace represent large ideology change come ria traditionally resistant change certainly grow problem mackrill say loom large day sean allocca associate editor financial planning follow twitter sjallocca,Financial Planning
UN urges Facebook to 'proactively' fight hate speech,,2018-08-29T00:00:00Z,U.S. Federal; International,,News,605,un human right chief urge facebook wednesday proactively address hate speech warn excessive regulation us president donald trump accuse tech giant platform bias zeid raad al hussein appeal follow decision facebook week ban myanmar army chief top military brass name un probe link possible genocide rohingya muslims social medium network prime source news information many country also platform army buddhist hardliner spread hate speech rohingya minority site air support military bloody clearance operation last year force 700000 rohingya border bangladesh feel early uncomfortable see myanmar  early meeting facebook think take seriously say zeid due step post un high commissioner human rights end week hopefully awake tell reporter geneva warn could easily case facebook dominant medium country see deterioration human right condition role would bring question caution company careful since risk subpoena possible future trial accuse bad crime accessory see jurisprudence past enable abet accessory zeid say stress accuse facebook sure know side law jordanian national set succeed former chilean president michelle bachelet urge facebook wait full blow crisis erupt act hate speech think proactively step take mitigate say zeid meanwhile warn go far opposite direction caution also another danger  overregulate point recent comment us president accuse big tech firm like facebook google twitter bias slam call rigged internet search result trump offer detail action might take top white house aide suggest administration may look type regulation response president complaint zeid insist instead government regulation platform action must regulate  human right law dangerous comment mark first time un right chief criticise trump repeatedly warn us president relentless attack medium dangerous wednesday zeid say trump recent statement worrisome reiterate warning president word could trigger violence journalist us would horrify perhaps shocked hear journalist attack severely beat example one rally say stress happen president would bear responsibility campaigning season heat whether midterm election presidential election come conduct president careful scrutiny international community office zeid saidaponljefacebookgoogletwitter,Agence France Presse - English
UN Urges Facebook to 'Proactively' Fight Hate Speech,,2018-08-29T00:00:00Z,U.S. Federal,,News,620,un urges facebook proactively fight hate speechaugust 29 2018 308 pmgeneva un human right chief urge facebook wednesday proactively address hate speech warn excessive regulation us president donald trump accuse tech giant platform bias zeid raad al hussein appeal follow decision facebook week ban myanmar army chief top military brass name un probe link possible genocide rohingya muslims social medium network prime source news information many country also platform army buddhist hardliner spread hate speech rohingya minority site air support military bloody clearance operation last year force 700000 rohingya border bangladesh feel early uncomfortable see myanmar  early meeting facebook think take seriously say zeid due step post un high commissioner human rights end week hopefully awake tell reporter geneva warn could easily case facebook dominant medium country see deterioration human right condition role would bring question caution company careful since risk subpoena possible future trial accuse bad crime accessorywe see jurisprudence past enable abet accessory zeid say stress accuse facebook sure know side law jordanian national set succeed former chilean president michelle bachelet urge facebook wait full blow crisis erupt act hate speech think proactively step take mitigate say zeid meanwhile warn go far opposite direction caution also another danger  overregulate point recent comment us president accuse big tech firm like facebook google twitter bias slam call rigged internet search result trump offer detail action might take top white house aide suggest administration may look type regulation response president complaint zeid insist instead government regulation platform action must regulate  human right law dangerousthe comment mark first time un right chief criticize trump repeatedly warn us president relentless attack medium dangerous wednesday zeid say trump recent statement worrisome reiterate warning president word could trigger violence journalist us would horrify perhaps shocked hear journalist attack severely beat example one rally say stress happen president would bear responsibility campaigning season heat whether midterm election presidential election come conduct president careful scrutiny international community office zeid say afp ,Voice of America News
UN Urges Facebook to 'Proactively' Fight Hate Speech,,2018-08-29T00:00:00Z,U.S. Federal,,News,616,aug 29 2018  un human right chief urge facebook wednesday proactively address hate speech warn excessive regulation us president donald trump accuse tech giant platform bias zeid raad al hussein appeal follow decision facebook week ban myanmar army chief top military brass name un probe link possible genocide rohingya muslims social medium network prime source news information many country also platform army buddhist hardliner spread hate speech rohingya minority site air support military bloody clearance operation last year force 700000 rohingya border bangladesh feel early uncomfortable see myanmar  early meeting facebook think take seriously say zeid due step post un high commissioner human rights end week hopefully awake tell reporter geneva warn could easily case facebook dominant medium country see deterioration human right condition role would bring question caution company careful since risk subpoena possible future trial accuse bad crime accessory see jurisprudence past enable abet accessory zeid say stress accuse facebook sure know side law jordanian national set succeed former chilean president michelle bachelet urge facebook wait full blow crisis erupt act hate speech think proactively step take mitigate say zeid meanwhile warn go far opposite direction caution also another danger  overregulate point recent comment us president accuse big tech firm like facebook google twitter bias slam call rig internet search result trump offer detail action might take top white house aide suggest administration may look type regulation response president complaint zeid insist instead government regulation platform action must regulate  human right law dangerous comment mark first time un right chief criticize trump repeatedly warn us president relentless attack medium dangerous wednesday zeid say trump recent statement worrisome reiterate warning president word could trigger violence journalist us would horrify perhaps shocked hear journalist attack severely beat example one rally say stress happen president would bear responsibility campaigning season heat whether midterm election presidential election come conduct president careful scrutiny international community office zeid say,Federal NewsFeed
"'Unworkable, unnecessary, unprecedented': Facebook hits back at ACCC",John McDuling,2018-12-13T00:00:00Z,U.S. Federal; California; International,,News,695,social medium behemoth facebook hit back australian competition regulator proposal new government body scrutinise business algorithm describe plan unnecessary unprecedented unworkable andy oconnell senior policy executive facebook global headquarters menlo park california work closely chief executive signal company concern new measure propose australia could gain global support idea would create generalised algorithm regulator without specific set problem try fix make choice consumer rather put user control pretty unprecedented mr oconnell top policy executive say facebook first public comment issue week unprecedented far aware aware country seriously look idea algorithm regulator year long inquiry digital platform declare google facebook substantial market power digital advertising hurt traditional publisher regulator propose number measure curb dominance include new government body monitor conduct advertising market scrutinise secretive algorithm distribute traffic publisher also want create new ombudsman monitor consumer complaint platform toughen privacy regulation make hard tech giant collect user datum without unambiguous consent lot clarity would seem pretty unworkable mr oconnell say proposal new regulator core  news feed list page choose follow people choose friend news feed process order algorithm personalise feed base choice individual people make really hard conceive government body intervene choice report accc say algorithmic selection news expose user risk filter bubble unreliable information could flow effect democracy facebook hit series scandal year involve news feed include admission platform manipulate russian troll group spread misinformation 2016 us election criticism act slowly prevent hate speech spread myanmar genocide rohingya people facebook january make substantial change news feed refocus platform content post individual user rather professional organisation include medium outlet change lead significant drop traffic publisher mr oconnell say facebook year provide clear public warning make change way news feed work focus transparency quite seem necessary say accc chair rod sims say hope international regulator include us europe follow lead regulate big tech rupert murdoch news corp campaign globally algorithm review board establish monitor tech giant secretive inner working tech industry figure sceptical whether government bureaucracy would able handle massive amount datum involve mr oconnell say hundred thousand signal use determine whether post make facebook user feed particularly meaningful throw bunch code somebody say facebook 17 million monthly user australia accord accc inquiry 23 billion monthly active user around word would say concerned prospect open end generalised push regulator specific end problem seek address mr oconnell say concern,Canberra Times Online
"'Unworkable, unnecessary, unprecedented': Facebook hits back at ACCC",John McDuling,2018-12-13T00:00:00Z,U.S. Federal; California; International,,News,695,social medium behemoth facebook hit back australian competition regulator proposal new government body scrutinise business algorithm describe plan unnecessary unprecedented unworkable andy oconnell senior policy executive facebook global headquarters menlo park california work closely chief executive signal company concern new measure propose australia could gain global support idea would create generalised algorithm regulator without specific set problem try fix make choice consumer rather put user control pretty unprecedented mr oconnell top policy executive say facebook first public comment issue week unprecedented far aware aware country seriously look idea algorithm regulator year long inquiry digital platform declare google facebook substantial market power digital advertising hurt traditional publisher regulator propose number measure curb dominance include new government body monitor conduct advertising market scrutinise secretive algorithm distribute traffic publisher also want create new ombudsman monitor consumer complaint platform toughen privacy regulation make hard tech giant collect user datum without unambiguous consent lot clarity would seem pretty unworkable mr oconnell say proposal new regulator core  news feed list page choose follow people choose friend news feed process order algorithm personalise feed base choice individual people make really hard conceive government body intervene choice report accc say algorithmic selection news expose user risk filter bubble unreliable information could flow effect democracy facebook hit series scandal year involve news feed include admission platform manipulate russian troll group spread misinformation 2016 us election criticism act slowly prevent hate speech spread myanmar genocide rohingya people facebook january make substantial change news feed refocus platform content post individual user rather professional organisation include medium outlet change lead significant drop traffic publisher mr oconnell say facebook year provide clear public warning make change way news feed work focus transparency quite seem necessary say accc chair rod sims say hope international regulator include us europe follow lead regulate big tech rupert murdoch news corp campaign globally algorithm review board establish monitor tech giant secretive inner working tech industry figure sceptical whether government bureaucracy would able handle massive amount datum involve mr oconnell say hundred thousand signal use determine whether post make facebook user feed particularly meaningful throw bunch code somebody say facebook 17 million monthly user australia accord accc inquiry 23 billion monthly active user around word would say concerned prospect open end generalised push regulator specific end problem seek address mr oconnell say concern,The Sydney Morning Herald (Australia) - Online
"'Unworkable, unnecessary, unprecedented': Facebook hits back at ACCC",John McDuling,2018-12-13T00:00:00Z,U.S. Federal; California; International,,News,695,social medium behemoth facebook hit back australian competition regulator proposal new government body scrutinise business algorithm describe plan unnecessary unprecedented unworkable andy oconnell senior policy executive facebook global headquarters menlo park california work closely chief executive signal company concern new measure propose australia could gain global support idea would create generalised algorithm regulator without specific set problem try fix make choice consumer rather put user control pretty unprecedented mr oconnell top policy executive say facebook first public comment issue week unprecedented far aware aware country seriously look idea algorithm regulator year long inquiry digital platform declare google facebook substantial market power digital advertising hurt traditional publisher regulator propose number measure curb dominance include new government body monitor conduct advertising market scrutinise secretive algorithm distribute traffic publisher also want create new ombudsman monitor consumer complaint platform toughen privacy regulation make hard tech giant collect user datum without unambiguous consent lot clarity would seem pretty unworkable mr oconnell say proposal new regulator core  news feed list page choose follow people choose friend news feed process order algorithm personalise feed base choice individual people make really hard conceive government body intervene choice report accc say algorithmic selection news expose user risk filter bubble unreliable information could flow effect democracy facebook hit series scandal year involve news feed include admission platform manipulate russian troll group spread misinformation 2016 us election criticism act slowly prevent hate speech spread myanmar genocide rohingya people facebook january make substantial change news feed refocus platform content post individual user rather professional organisation include medium outlet change lead significant drop traffic publisher mr oconnell say facebook year provide clear public warning make change way news feed work focus transparency quite seem necessary say accc chair rod sims say hope international regulator include us europe follow lead regulate big tech rupert murdoch news corp campaign globally algorithm review board establish monitor tech giant secretive inner working tech industry figure sceptical whether government bureaucracy would able handle massive amount datum involve mr oconnell say hundred thousand signal use determine whether post make facebook user feed particularly meaningful throw bunch code somebody say facebook 17 million monthly user australia accord accc inquiry 23 billion monthly active user around word would say concerned prospect open end generalised push regulator specific end problem seek address mr oconnell say concern,WA Today
