Kids'safety a priority,,2020-02-16T00:00:00Z,International,,News,228,hugely encourage landmark plan announce government give ofcom power regulate social network safety child online compromise long breakthrough could pave way set global standard protect child digital world government show commitment lead change stand big tech firm minister must move swiftly ensure ofcom give necessary power allow enforce substantial fine social network enough prevent adult groom child site internet wonderful place young people learn social network form big part friendship enable seek support peer however long child expose harmful content abuse slap dash approach tech giantsit long call wild west web campaign independent regulator safe account child detailed reporting tech firm keep child safe estimated 90 online child sexual offence take place day since government publish online harms white paper last april go long social network must allow continue drag heel helen westerman nspcc service head local campaigns,Liverpool Echo
"Killi Featured in Dark Reading on Using ""Data for Good"" to Control the Pandemic",,2020-08-24T00:00:00Z,U.S. Federal; New York,,News,714,aug 24 2020  new york new york  killi ltd  global leader consumer privacy announce founder ceo sweeney feature  dark reading magazine discuss tech community chance use data good fight pandemic article  highlight current tracing application work outline step apple google co create universal application use abundant supply datum expertise consumer application space article highlight current tracing application work result mismanagement datum breach politic tech leader expertise create consumer face application would ubiquitous distribution overnight  trace virus across border company want collaborate universal tracing application would draw attention current datum practice pandemic rare opportunity positively change big tech narrative often focus antitrust misuse datum perpetual datum collection please find full article  killikilli consumer privacy ecosystem aim put people back control datum killi allow consumer take back control consumer datum collect sell unbeknownst available ios android well web killi available internationally killi consumer opt link specific personal information various financial social account would like put control share company compensate directly form cash use download killi information please contact andrew elinesky cfo 1 416 904 2725neither tsx venture exchange regulation services provider  accept responsibility adequacy accuracy news release forward looking cautionary statementsthis news release may contain forward look statement within meaning applicable security law include limit company financing plan forward look statement may generally identify use word anticipate expect intend plan could would may believe estimate potential target continue variation similar expression statement base upon current expectation belief management subject certain risk uncertainty could actual result differ materially describe forward look statement risk uncertainty include limit uncertainty surround spread covid19 impact company operation economic activity general risk uncertainty discuss recent annual quarterly report file canadian security regulator available company profile sedar  risk uncertainty incorporate herein reference reader caution place undue reliance forward look statement except require law company intend undertake obligation update forward look statement reflect particular new information future event view source version press release please visit  copyright  newsfile corp 2020        ,Newstex Blogs
"Killi Featured in Dark Reading on Using ""Data for Good"" to Control the Pandemic",Newsfile Corp.,2020-08-24T00:00:00Z,U.S. Federal; New York,,News,716,aug 24 2020  commentary neil sweeney founder ceo killi opportunity tech community use datum fight novel coronavirus new york new york  killi ltd  global leader consumer privacy announce founder ceo neil sweeney feature  dark reading magazine discuss tech community chance use data good fight pandemic article  highlight current tracing application work outline step apple google co create universal application use abundant supply datum expertise consumer application space article highlight current tracing application work result mismanagement datum breach politic tech leader expertise create consumer face application would ubiquitous distribution overnight  trace virus across border company want collaborate universal tracing application would draw attention current datum practice pandemic rare opportunity positively change big tech narrative often focus antitrust misuse datum perpetual datum collection please find full articlehere killikilli consumer privacy ecosystem aim put people back control datum killi allow consumer take back control consumer datum collect sell unbeknownst available ios android well web killi available internationally killi consumer opt link specific personal information various financial social account would like put control share company compensate directly form cash use download killi information please contact andrew elinesky cfo 1 416 904 2725neither tsx venture exchange regulation services provider  accept responsibility adequacy accuracy news release forward looking cautionary statementsthis news release may contain forward look statement within meaning applicable security law include limit company financing plan forward look statement may generally identify use word anticipate expect intend plan could would may believe estimate potential target continue variation similar expression statement base upon current expectation belief management subject certain risk uncertainty could actual result differ materially describe forward look statement risk uncertainty include limit uncertainty surround spread covid19 impact company operation economic activity general risk uncertainty discuss recent annual quarterly report file canadian security regulator available company profile sedar  risk uncertainty incorporate herein reference reader caution place undue reliance forward look statement except require law company intend undertake obligation update forward look statement reflect particular new information future event view source version press release please visit        ,Newstex Blogs
"Killi Featured in Dark Reading on Using ""Data for Good"" to Control the Pandemic.",,2020-08-24T00:00:00Z,Michigan; New York,,News,630,commentary neil sweeney founder ceo killi opportunity tech community use datum fight novel coronavirus new york new york  0x20 killi ltd  0x20 global leader consumer privacy announce founder ceo neil sweeney feature dark reading magazine discuss tech community chance use data good fight pandemic article highlight current tracing application work outline step apple google co create universal application use abundant supply datum expertise consumer application space article highlights current tracing application work result mismanagement datum breach politic tech leader expertise create consumer face application would ubiquitous distribution overnight  trace virus across border company want collaborate universal tracing application would draw attention current datum practice pandemic rare opportunity positively change big tech narrative often focus antitrust misuse datum perpetual datum collection please find full article killikilli consumer privacy ecosystem aim put people back control datum killi allow consumer take back control consumer datum collect sell unbeknownst available ios android well web killi available internationally killi consumer opt link specific personal information various financial social account would like put control share company compensate directly form cash use download killi information please contact andrew elinesky cfo1 416 904 2725neither tsx venture exchange regulation services provider  accept responsibility adequacy accuracy news release forward looking cautionary statementsthis news release may contain forward look statement within meaning applicable security law include limit company financing plan forward look statement may generally identify use word anticipate expect intend plan could would may believe estimate potential target continue variation similar expression statement base upon current expectation belief management subject certain risk uncertainty could actual result differ materially describe forward look statement risk uncertainty include limit uncertainty surround spread covid19 impact company operation economic activity general risk uncertainty discuss recent annual quarterly report file canadian security regulator available company profile sedar risk uncertainty incorporate herein reference reader caution place undue reliance forward look statement except require law company intend undertake obligation update forward look statement reflect particular new information future event view source version press release please visit,ASAPII Database
Killi Featured in Dark Reading on Using Data for Good to Control the Pandemic,,2020-08-24T00:00:00Z,International; New York,,News,648,killi featured dark reading use data good control pandemiccommentary neil sweeney founder ceo killi opportunity tech community use datum fight novel coronavirus new york new york  killi ltd  global leader consumer privacy announce founder ceo neil sweeney feature dark reading magazine discuss tech community chance use data good fight pandemic article highlight current tracing application work outline step apple google co create universal application use abundant supply datum expertise consumer application space article highlightscurrent tracing application work result mismanagement datum breach politicstech leader expertise create consumer face application would ubiquitous distribution overnight  trace virus across bordersthese company want collaborate universal tracing application would draw attention current data practicesthe pandemic rare opportunity positively change big tech narrative often focus antitrust misuse datum perpetual datum collection please find full article killikilli consumer privacy ecosystem aim put people back control datum killi allow consumer take back control consumer datum collect sell unbeknownst available ios android well web killi available internationally killi consumer opt link specific personal information various financial social account would like put control share company compensate directly form cash use download killi information please contact andrew elinesky cfo1 416 904 2725neither tsx venture exchange regulation services provider  accept responsibility adequacy accuracy news release forward looking cautionary statement news release may contain forward look statement within meaning applicable security law include limit company financing plan forward look statement may generally identify use word anticipate expect intend plan could would may believe estimate potential target continue variation similar expression statement base upon current expectation belief management subject certain risk uncertainty could actual result differ materially describe forward look statement risk uncertainty include limit uncertainty surround spread covid19 impact company operation economic activity general risk uncertainty discuss recent annual quarterly report file canadian security regulator available company profile sedar  risk uncertainty incorporate herein reference reader caution place undue reliance forward look statement except require law company intend undertake obligation update forward look statement reflect particular new information future event view source version press release please visit ,Global English (Middle East and North Africa Financial Network)
"Killi Featured in Dark Reading on Using ""Data for Good"" to Control the Pandemic",Newsfile Corp.,2020-08-24T00:00:00Z,U.S. Federal; New York,,News,716,aug 24 2020  commentary neil sweeney founder ceo killi opportunity tech community use datum fight novel coronavirus new york new york  killi ltd  global leader consumer privacy announce founder ceo neil sweeney feature  dark reading magazine discuss tech community chance use data good fight pandemic article  highlight current tracing application work outline step apple google co create universal application use abundant supply datum expertise consumer application space article highlight current tracing application work result mismanagement datum breach politic tech leader expertise create consumer face application would ubiquitous distribution overnight  trace virus across border company want collaborate universal tracing application would draw attention current datum practice pandemic rare opportunity positively change big tech narrative often focus antitrust misuse datum perpetual datum collection please find full articlehere killikilli consumer privacy ecosystem aim put people back control datum killi allow consumer take back control consumer datum collect sell unbeknownst available ios android well web killi available internationally killi consumer opt link specific personal information various financial social account would like put control share company compensate directly form cash use download killi information please contact andrew elinesky cfo 1 416 904 2725neither tsx venture exchange regulation services provider  accept responsibility adequacy accuracy news release forward looking cautionary statementsthis news release may contain forward look statement within meaning applicable security law include limit company financing plan forward look statement may generally identify use word anticipate expect intend plan could would may believe estimate potential target continue variation similar expression statement base upon current expectation belief management subject certain risk uncertainty could actual result differ materially describe forward look statement risk uncertainty include limit uncertainty surround spread covid19 impact company operation economic activity general risk uncertainty discuss recent annual quarterly report file canadian security regulator available company profile sedar  risk uncertainty incorporate herein reference reader caution place undue reliance forward look statement except require law company intend undertake obligation update forward look statement reflect particular new information future event view source version press release please visit        ,Newstex Blogs
Killi Ltd at SNN Network Virtual Conference - Final,,2020-08-05T00:00:00Z,U.S. Federal; California; New York,,News,4750,corporate participant neil sweeneykilli ltd founder chairman president amp ceopresentationoperator greeting welcome killi webinar pleasure introduce host mr sweeney thank may begin neil sweeney founder chairman president amp ceo killi ltd hi everybody let us dive right sure listen number different presentation last 2 day would like introduce killi k l l ticker symbol vancouver myid myidf sso get start let us kind talk specifically kind overall investment thesis think investor consumer first think think 3 dominant story headline last 2 3 week first foremost clearly covid specifically concept covid tracing top mind everybody last week see four horseman amazon google facebook apple front congress answer question around antitrust datum lastly week dominating storage specifically around microsoft tik tok story dominant last 2 week people fail kind realize nothing antitrust nothing actual pandemic really big issue concept story common idea datum specifically around privacy think datum privacy really consumer privacy consumer control privacy 3 trend whether data privacy consumer control antitrust big tech end day still come collect datum individual consumer us believe data privacy large macro trend 2020 2021 similar see year past whether around blockchain even around cannabi think story kind highlight evidence ever kind grow trend mind public company really operate space think go hard press find another company like killi really lead chart specifically around little bit market think ask individual consumer specifically whether know datum collect although say yes really understanding much datum actually collect value investor likely unlikely aware actually worth 500 per month per user north america grow average rate 30 per year happen log use google browser log facebook use spotify perpetual datum collection consumer datum go fence individual firm oxygen individual platform go build year year year whereas company continue actually amalgamate collect increasingly datum actually turn datum around actually monetize hence reason increase actual rate important piece drive increase rate fidelity datum high fidelity private datum valuable byproduct though actually catch attention global privacy regulator specifically around world might familiar privacy law come effect europe call general data rights protection act come effect 15 year ago recently come united states form california consumer privacy act sort hit shore west coast january 1 2020in short mean order use people datum go forward must explicit consent consumer problem 30plus year datum architecture create without actually collect consumer consent government regulator put pressure large company ensure actually get consumer consent leave individual gap market mind though really company really company operate world today actually allow consumer actually gather control datum various different platform visibility specifically datum company actually visibility actual value data importantly whether consumer compensate think sort large trend actually happen killi core tool actually build build consumer control datum create platform allow take facebook datum google datum credit card datum pull together one central source control byproduct transparency datum decide share willing monetize willing share brand agency company platform rather facebook google compensate use datum redistribute wealth back individual consumer think give consumer back control rightfully also pay environment 15 unemployment economic situation great sort trend think go help move visibility company actually stock well mechanism work either download product application apple google store also access browser log put password inside platform pick choose decide individual account would like actually add would like link credit card would like link social account really important inside individual platform actually turn time like whichever piece datum would longer wish share also important note somebody purchase datum ie procter amp gamble full transparent record actually whose purchase pay similar banking record would log wells fargo account would see spend 5 starbucks log killi account see procter amp gamble buy location datum 1 sit account important pay cash pay crypto pay coupon pay offer pay point pay cash actually datum transact real world mention notion actually redistribute wealth cash back consumer away opaque market really kind kind core intention also begin institute passive revenue opportunity individual consumer trademark statement date dividend concept fair trade data situation decide share location datum interact application similar hydrometer would basically pay go somebody use datum would get notification money would passively deposit directly account let us take quick look highlight actually focus last 3 month focus specifically plan get remainder quarter additional catalyst specifically stock q2 focus really addition new revenue model individual consumer integrate 3 international research company product important matter product launch product currently available half dozen country today canada australia singapore new zealand global expansion plan matter product always unlimited opportunity actually earn money answer question specifically research firm call active revenue actually actively participate question someone work ask youwe also introduce concept passive revenue passive revenue decide share specific piece datum compensate passively data actually use integrate 20000 financial firm product today allow link card say wells fargo td bank bank america hedge fund new york decide would like actually purchase shopping behavior see retail store actually trouble covid would passively compensate deposit directly account could cash addition killi actually integrate another company mine serial launch  sell freckle beginning year put 4 million cash business well draw 4 million upfront lastly introduce concept fair trade data allow consumer compensate advertiser use datum specifically buy sell medium go focus specifically credit card module little bit audience fair trade data think 2 real lever q2 really important mention visa american express mastercard various different type card 20000 financial institution link card might familiar publicly trade company like cardlytics et cetera cardlytic really would take datum bank america user amalgamate provide market think antithesis actually buy bank america actually buy individual consumer believe even compliant ability actually link card give 2 year worth actual shopping datum brand agency hedge fund et cetera much interested revenue model perspective important 50 50 rev share individual client 1 pay user would get 1 050 pay user would get 050 datum actually purchase datum actually make kind bring us quickly idea fair trade data cover forbes magazine would encourage read article think probably one big differentiator market one misconception people people buy advertising nobody buy advertising buy datum datum manifest shape advertisement mean procter amp gamble look 25 54year old female grocery shopper buy datum put tide ad top datum sit inside large datum management platform big one oracle liveramp adobe salesforce et cetera lot data unconsented refer third party us past experience integration individual platform put killi datum amalgamation killi datum platform actually buy 24year old team grocery shopper rather money go back third party put datum oracle provide fractional dividend back every single consumer actually participate important really every major brand agency use datum management firm watering hole go buy datum power medium company world offer audience target segment inside platform actually reward consumer hence reason call fair trade consumer see buy datum buyer datum see way side see actually consent datum last thing say move order sell datum trivial get bed get integration platform like oracle google et cetera know way around mean sell datum last 20 year key want sell datum scale user talk next slide ubiquitous distribution mean need place everybody buy datum ultimately demand killi 3 integrate major platform buy relationship major agency brand also distribution well bring us q3 work specifically q3 work back front global agreement top 4 agency holdco hope announce quarter use datum power medium deal already work already company actually already buy datum announce additionally constantly focus security module put product security always never end task us make sure people add credit card datum add driver license scan make sure top security perspective talk audience dividend believe go start manifest real revenue quarter 2 piece actually introduce quarter browser extension sit top google chrome browser well killi elite subscription let talk browser extension first foremost context familiar google chrome extension icon left hand side chrome sister edge opera brave browser right 80plus percent browser market might think iphone safari powerful browser reality basically 3 total market want something browser space something chrome ultimately us believe browser one big pool datum actually leak personal datum directly specifically actually google know specifically google perpetually collect information fact actually 5 billion class action lawsuit killi reference positive example company actually antithesis google provide consumer actual control datum mention 75 80 global market chrome market browser extension allow consumer put browse datum underneath control actual sale also put give consumer opportunity put ad blocker front end browser extension important also grow trend 1in4 1in5 individual user internet currently use ad blocker one company world actually pay people block ad plan part overall subscription model bring us next killi elite subscription piece equation find killi elite kind run parallel former presidential candidate andrew yang talk mention universal basic income sign killi simplify process would like make 1 2 5 sign subscription subscription pretty simple depend much datum willing share datum willing share money actually make company world currently actually provide subscription model consumer compensate datum usage think combination browser extension ad blocker actually pay user plus overarching subscription model specifically consumer 2 differentiated product go see literally next 6 8 week believe actually go beneficial us create stickiness amongst individual client think subscription model go increase lifetime value user 3x think whenever talk killi always sort 2 skeptical question first great great idea ultimately believe idea get compensate datum find people actually disagree sort thesis question always become go scale neil specifically much money make question around much money make range depend upon much money many piece datum willing share range anywhere 1 base level upwards 5 add increasingly module dollar figure continue grow increasingly keep people inside product scale side really 3 bucket scale pay concept go google twitter actually buy user call cost per acquisition quite dominant amongst direct consumer kind company organic pillar create content post place like tik tok instagram also quite common partnership component important pay organic partnership piece byproduct us build consent framework allow consumer opt opt various piece datum happen company enormous amount datum actually headless mean consumer interaction direct communication consumer come us basically consent service product actually communicate consumer behalf allow opt opt end result next 2 month onboarde 100 million account specifically united states question always like get 100 million account mention actually provide consent framework specifically company actually ip business able manage expectation also get bed flick switch 100 million account goal add 50 million account august 50 million account september feel confident able add similar type number go q4 give us enormous amount scale sort solidify idea market leader specifically space mind cost per acquisition point view meaning actually get people base cost per acquisition us actually crash whereas past would actually pay user come 2 company come us actually pay us actually work specifically cost per acquisition model perspective actually shrink whereas average revenue per user actually grow average revenue per user sort present purple side circle additional module put short nothing bad happen give money consumer money give consumer less likely leave product money give consumer long stay product think bottom component lifetime value want increase lifetime value consumer fast way actually pay people money laser focus really actually redistribute wealth individual consumer actually bring different module tie back browser extension subscription et cetera thing go increase average revenue per user increase lifetime value combination kind reduce cost per acquisition create unit economic model actually put us situation believe end quarter go cash flow positive position see slide sort faint pink slide pink image crashing cost per acquisition really green kind unit economic bar graph represent dollar value actually get individual module put 100 million people top pre exist module pre exist business model module generate revenue good way think people get datum get datum get brand get brand get money get around around go look push towards revenue flywheel feel feel get hard part get actual individual scale look like average revenue per user kind goal datum dividend point view sort outline thing look like answer survey opt location watch video participate audience dividend may reference link credit card thing different way actually make money us individual company participate every single one module consumer link credit card credit card get sell get pay get pay incente user share increasingly datum kind quickly sort summarize mention believe concept datum privacy consumer control datum large trend clearly go away anytime soon think look kind market leader around world feel table think go hard press find public company operate scale kind focus specifically market data privacy regulatory market global europe canada united states every country world implement new datum privacy policy create opportunity us company continue expand scale talk specifically scale mention add 100 million account q3 similar growth q4 think kind allow us kind run away market global trend half dozen country plan continue expand far far revenue flywheel make reference quite simple nature look 3 unit economic average revenue per user cost per acquisition lifetime value squeeze get neutral module neutral level soon get cash flow positive revenue compound quite quickly lastly momentum believe market leader space mind kind quickly answer qampa question anybody questions answersneil sweeney question specifically around make company unique competition particular bigtoken would say big token schizophrenic one investor relation firm sometimes identity firm sometimes crypto firm sometimes social firm none thing focus entirely identity think probably big difference us think also thing try get money bigtoken minimum 20 redemption consumer think unfair also think transparent whereas us redeem 5 bigtoken also anything audience perspective also anything passive perspective actually think bigtoken competition question okay great thank much operator thank conclude today webinar may disconnect time great day,FD (Fair Disclosure) Wire
Kilroy Realty Corp at Citi Global Property CEO Conference - Final,,2015-03-02T00:00:00Z,U.S. Federal; California; Louisiana; Washington,,News,6048,corporate participant john kilroykilroy realty corporation chairman board president amp ceo tyler rosekilroy realty corporation evp amp cfopresentationunidentified participant welcome 0335 pm session citi 2015 global property ceo conference session invest client medium individual line please disconnect disclosure available webcast disclosure tab pleased us kilroy realty ceo john kilroy john turn introduce management team provide couple minute open remark go qampajohn kilroy chairman board president amp ceo kilroy realty corporation great okay well thank us right tyler rose cfo think know david simon moment ago guide david simon want start want ask question want say somethingunidentified participant ask question  john kilroy perfect let us go unidentified participant first question ask everyone 60 second pitch kilroy stock new investor office sector go time 60 second john kilroy okay real quickly kilroy see early everybody else office space go really go transformation go total transformation lot office space see country obsolete become obsolete reposition portfolio geography operate big seattle south lake union bellevue big tech cluster big san francisco market silicon valley market west los angeles hollywood hollywood much emerge area course san diego sell product comport future tenant go position asset buy next public transportation amenity modern workforce want build well class asset exactly kind property demand tenant want dropbox headquarters salesforce headquarters finish synopsys headquarters big thing apple linkedin directv world headquarter viacom new west coast headquarters asset produce somewhere 775 north initial return good product market asset think compare buy asset 3 4 old go face lot capex formula unidentifie participant sit management team talk trend say hey look lease tech company get brand new office space pay grow really quickly positive trend sit sort behind closed door worry thosejohn kilroy worry everything time think david lee say well worry market great market fantastic worry wonder whether go miss inflection point minimize risk minimize risk follow tremendous preleasing deliver 540 million 100 lease 1 billion underway 83 lease office component resi lease till end traditionally 60 prelease cycle 90 go continue high preleasing way mitigate risk operate 28 leverage everything underwrite roughly 28 30 leverage go get skis debt term type tenant less 9 tenant base start deal generally company real balance sheet real income real demand lease space look market market high demand market company want grow whether tech whether medium whether fire category feel pretty strong right see marketplace come time appropriate build appropriate buy time buy right acquisition think upon us people think see people buy asset go serve well long period time high price per square foot require substantial increase market rent make work think risk buy execute question ask tech input get tech go go away everything go away time least diminish key well lease long term lease favor long term lease unidentified participant make comment company overlease space measure thatjohn kilroy well look back 2000 roughly company overlease space 20 30 today lease space 5 statistic look helpful means encompass see activity strong market yet 50 less 2000 ipo activity 50 less see activity really 50 less shadow space people lease far less much great discipline ever see career term company grow quickly way manage balance sheet way take space think really good trend end day nothing like lease stagger time develop pre lease pocket really mitigate risk think maximize return time unidentifie participant think specifically san francisco prop think positive negative youjohn kilroy funny prop something create 20 year ago know pour 900000 square foot entitlement think jug pour every year use accumulate 3 million square foot jug right time people develop space go queue queue like baker queue number four starbucks wait three people front people call beauty contest city feel go good interest whether fund infrastructure whether preserve certain operation historically part fabric city prop want make sure queue feel strong go 450 million project call exchange 16th mission bay letter intent roughly 300000 square foot long term credit lease negotiation high credit company one space build right location people want term future development assemble little five acre call flower mart fifth sixth street brannan probably best tell two year entitle go jump lot site important maintain flower mart property would take temporarily put back 110 year institution city important keep flower grower seller marketplace think position us well vis vis site go look entitlement tell term dollar per square foot far cost go somewhere 50 70 far foot cost project market unentitle property behind us trade 180 200 plus per far foot cost entitle property trade 270 300 far foot entitle think important try company entitlement risk mean duration take get entitlement make sure basis afford time may take receive entitlement still able make money see prop like policy standpoint reality long reality live need careful buy locationally price make sure make money finally get develop think make calculation optimistic us unidentified participant stuff press community want anything far believe touch  10 year itaeur good enough hurt ability get entitlement think go work past thatjohn kilroy hurt ability whatunidentified participant get entitlement go work  john kilroy well know california tough place get entitlement right anybody 38 file sequel lawsuit receive city council permission whatever require activist city many valid point want see flower mart continue operate city escrow buy property could address activist concern basically two mampa transaction kind sec regulation comport since time make clear enter 25year lease flower mart intent desire keep long term favorable basis optimistic work activist able get property entitle betterment city betterment flower grower forth resident shareholder unidentifie participant question room question answersunidentified audience member give us update go one paseojohn kilroy one paseo project mixed use buy land probably 65 year ago  round number 23 acre 500000 square foot office would work surface parking forth want something keep modern workforce work city work various resident forth come mix use project receive entitlement rather approval entitlement city council week ago today long sojourn give credit think jed reagan green street come term entitlement purgatory worth go able build two nine story office building 480000 square foot round number 275000 square foot retail lease three phase apartment total 608 unit estimate cost round number 750 million 610 million new spend think produce nice attractive return property go think good project mix use project san diego certainly one good west coast excited market need apartment need retail office space number work good uplifting last four year see san diego  class space del mar desirable market san diego want caution everybody wait pom pom us wait happen sequel california environmental quality act anybody 38 file lawsuit defend project actually file lawsuit city base upon review environmental  report properly consider everything forth four different major law firm peer review think really good shape remain see still pom pom air long process go  hopefully start construction within year unidentified audience member long know lawsuit file settledjohn kilroy guess good mine would think know statutory think 45 day hold lawyer many secret channel sure somebody file shopping center guy anybody jp morgan need talk afterwards partner guy fund bad guy guy across street publicly disclose spend think 15 million near fourth quarter fly ointment want say exclusive go get one unidentified audience member go apartment go partner outjohn kilroy get question lot put perspective apartment dave david run southern california operation one project underway well lease office front big apartment building come stream early 2016 right 120 million worth 200 luxury unit one paseo 600 plus unit academy square project likely start first quarter next year hollywood 250 unit round number  part next year project thinking act could go number apartment company public otherwise venture could retail component go number retail reit venture first get get entitle want get go want spend brain power joint venture get several time entitlement change forth people different investment horizon different capital structure different ownership timeframe want make sure project work go together use energy talent get entitle get underway optionality regard residential unit sell venture go become apartment company okay go become apartment company whether apartment venture remain see context shareholder believe action take able position get thing go expedite direction go apartment expert forth fire regard exit exit whether go accrue shareholder oppose somebody else thinking behind make sure capability senior people construction people forth enterprise company execute go really well meantime cap rate underwrote hollywood project columbia square initially 65 mid6s market product trade four think go pretty good shareholder unidentified audience member thinking definitely bring sort development partner non ownership partner different would one paseo sort similartyler rose evp amp cfo kilroy realty corporation well tell hollywood mean bring highly respect company apartment hospitality help us kind perfect strategy want management agreement incentive incentive management agreement get expertise associate great relationship respect one paseo think could john say number apartment guy approach us various structure come partner us manage us think sort interview try figure good way execute ultimately great product location choice unidentified participant question floor unidentified audience member hi john term great market growth market think peer would like guy say look allocate next incremental dollar today san francisco hollywood del mar something seattlejohn kilroy look san francisco least west coast class everybody want san francisco growth happen think technology entertainment different company important asset people people cost roughly 80 real estate cost roughly 5 pay 20 real estate positively influence 80 either attract retain productive itaeur fantastic leverage get long negotiation rental rate  like old day like facility locational characteristic amenity  forth necessary us attract retain people go start fact want market really go terrific market long term whereas allocate incremental dollar right san francisco 15 billion two project third exchange 16th start year couple year san francisco sure much prop risk want take see right project would good project entitle go later queue think lot go recalibrate come back us already people say would recap us would venture us forth see south lake union property buy 333 dexter 580000 foot 350 million plus couple parcel negotiate somebody right entire year whether deal know surprise surprise major tech company san diego mention project medium forth hollywood go say go market market say go opportunistic go get point lopsided company six year ago 100 southern california 55 san diego today pro forma basis mean stuff development get complete tight basically ratiostyler rose 35 40 san francisco 15 20 seattle 25 la remainder  san diego john kilroy say year ago people ask five year ago see time balance portfolio say kind feel right half southern part state half sort san francisco point north kind san francisco way talk percentage talk noi talk square footage clue major company expansion plan talk time cross marketing talk us way play time go hard fast say 50 southern california 50 point north feel pretty good say san diego year ago see kind square footage noi percentage absolute amount x 120 80 x seem right sure bounce around maybe little one side timeswe focus see extraordinary value create put couple metric perspective right san francisco class office space really well locate go trade somewhere 3 5 depend upon weather problem etcetera etcetera go close low number go three five san diego see high four high five depend upon whether really class whether suburban stuff sell 250 million right go five stuff want long term turnaround put stuff 775 8 plus brand new state art project modern feature locationally fact people want go continue trade want get hang percentage percentage kind feel right sort 50 north 50 south 25 20 san diego san diego people listen call go upset  go interpret sell san diego go sell stuff la go sell stuff san francisco point go sell stuff seattle point end day mother fixation particular piece property business make money per share basis look denominator buy stuff look value time see substantial increase value go keep asset see substantial increase value least still long uncork probably go sell point see us continue active last three year unidentified audience member sit today might sale start come upjohn kilroy well 250 million san diego small building good building worried stuff sell well stuff see lot people buy 250 million market san diego right think take well final last week thereabout  whether might another good final round sell 50 million property redmond washington recently recap lease microsoft non strategic asset great building first building buy go sell sort say year would sort 250 million 400 million worth sale could quite bit know anything else market right get lot request sell big campus last year pretty tremendous cap rate tremendous mean low cap rate unidentified audience member tyler think fund one paseo 600 million spend theretyler rose well strategy funding go disposition strategy unsecured debt strategy equity third third third raise 100 million atm fourth quarter go continue use atm need john say 300 million market disposition one debt maturity end year 325 million probably raise little bit point go forward future development opportunity combination three element raise capital right 500 million spending year cover atm disposition unidentified audience member john go bay area sub market preferred location talk  dynamic change last year sojohn kilroy well look city begin market street north financial historic financial district insurance company lawyer financial institution forth market building become commodity like close public transportation south side market high area demand mean criticize people facility north side buy reason get quite high rent unless really terrific view space big segment think pie demand 70 odd percent want north market look math say okay let us side able think proof pudding start build 333 brannan dropbox lease week start construction see pattern time time building rent able achieve high term well strong demand transportation well city determine go build transbay terminal 20 year ago know center city would shift south side market street exactly happen central soma corridor subway connect bart market stop intervene one block flower mart caltrain bart know connect everybody east bay people go back forth caltrain primary way automobile connect south bay mean silicon valley beyond central corridor connect much captive notion modern workforce need next public transportation look statistic kid driver license afford build parking let build parking density get city move south peninsula power vault fantastic building near power vault middle part fantastic hard build lot property 100 lease go sunnyvale middle part way battleground linkedin course big google everybody try secure future property value go whack hard buy anything sunnyvale thing apple grow like mad linkedin grow like mad facebook expand like mad follow plug buddy  sell property facebook google buy big swath property currently industrial protect flank future growth see close city valuable go san jose like market nobody seem want go santa clara pretty well go east bay oakland know spend time look oakland oakland well time guess think much office get thing lease make money charge high rent time defense people want see time time people go fringe everything internally stuff rate high market reduce term demand people fringe move back long think anybody room would make bet okay see grey hairs nice see people grey hair prematurely grey know fight reality reality people want good building good location afford got think defense long game market think defensive nature opportunistic trader might make sense give time traditionally trader unidentified audience member potential joint venture sure lot sovereign wealth guy talk guy stuff think like single tenant salesforce tower versus mix use stuff guy develop currently would likely jv single tenant long term lease building like salesforce one mix use project guy develop either hollywood potentially san diegojohn kilroy bill try put hot seat let us say salesforce let us say stuff well lease single tenant obvious asset time sell trade something else venture everybody world try say everybody quite player major international whether sovereigns major pension bond would love venture us thing recently complete thing underway north south look think know know really like partner get whole bunch partner call public okay try tell every day negotiate deal spend long time lawyer figure whether page say exception cmbs one area capital stack sovereign sovereign major pension fund something one asset due course maybe would thought would expand relationship time maybe  market great inflection point major buyer lot stuff buy give lot kudo 2010 2011 2012 2013 cycle suppose retrospect buy twice much see kind opportunity want make sure capital source maybe maybe nothing imminent negotiation underway every partner ever always end different playbook end always want something different alignment mind boggle natural tendency like simple agile meeting meeting mean never unidentified participant last question room alright switch rapid fire john store noi growth office sector 2016john kilroy office sector know guy know follow anybody else say somewhere 25 30 range little lease tell mark market san francisco 300000 foot come year 50 market like unidentifie participant throw number  john kilroy 35 sector unidentifie participant sector john kilroy better beat want bonus unidentified participant cap rate asset higher low one year todayjohn kilroy see panel michael write think would kind guess unidentified participant high lowerjohn kilroy high low  think cap rate pretty good see lot pressure term folk want buy stuff think could go lower know unidentified participant inning real estate cyclejohn kilroy depend market think probably kind mid game san diego might inning two one way san francisco hard tell know fair amount major company go plan two year three year whether something come along macro interrupt plan tell feel pretty strong feel see hear client base demand feel life leave today think time last year unidentified participant right thank john kilroy welcome,FD (Fair Disclosure) Wire
